player_id,match_id,goals,assists,minutesPlayed,saves,fouls
924850,15362094,0,0,90,2,0
929014,15362094,0,0,90,0,0
862216,15362094,0,0,90,0,0
560054,15362094,0,0,90,0,3
1159659,15362094,0,0,90,0,1
789416,15362094,0,0,90,0,4
777249,15362094,0,0,83,0,2
975919,15362094,0,0,59,0,0
1462908,15362094,0,0,89,0,0
924574,15362094,0,0,59,0,0
932933,15362094,0,0,59,0,3
1107888,15362094,1,0,31,0,0
846474,15362094,0,0,31,0,1
340529,15362094,0,0,31,0,2
1503648,15362094,0,0,13,0,1
883293,15362094,0,0,1,0,0
883309,15362094,0,0,0,0,0
1017755,15362094,0,0,0,0,0
805055,15362094,0,0,0,0,0
989259,15362094,0,0,0,0,0
883774,15362094,0,0,90,3,0
1121487,15362094,0,0,90,0,0
991108,15362094,0,0,90,0,0
874980,15362094,0,0,90,0,1
805366,15362094,0,0,90,0,2
989228,15362094,0,0,89,0,0
1170641,15362094,0,0,90,0,3
976302,15362094,1,0,70,0,2
1016974,15362094,0,0,90,0,3
883299,15362094,0,0,83,0,1
1098306,15362094,0,0,83,0,0
883729,15362094,0,0,20,0,2
1089808,15362094,0,0,13,0,0
972824,15362094,0,0,13,0,0
1022275,15362094,0,0,1,0,0
2454293,15362094,0,0,0,0,0
2125216,15362094,0,0,0,0,0
873706,15362094,0,0,0,0,0
2454294,15362094,0,0,0,0,0
914484,15362094,0,0,0,0,0
